MixKey,ProductKey,DateKey,MarketKey,MarketClusterKey,SeasonalityKey,TotalRevenue,TotalProfit,TotalQuantity,CategoryCount,SKUCount,VariantCount,ConsistencyIndex,SeasonalityIndex
2270,250,2014-01-01,10,2,1,615.91,249.44,14,4,140,3,.91,.79
2271,161,2014-03-01,8,2,3,1070.69,-12.13,3,4,151,5,.82,1.75
2272,64,2013-03-01,3,5,3,3288.55,-118.38,7,4,87,12,.97,1.54
2273,90,2013-06-01,8,2,3,8408.96,-4511.48,28,4,161,10,.84,1.93
2274,294,2013-07-01,4,1,2,423.80,265.29,13,4,174,1,.64,.88
2275,97,2013-07-01,3,5,3,3644.55,-131.20,5,4,142,4,.76,1.11
2276,114,2013-11-01,10,2,1,242.99,63.17,1,4,117,1,.87,.20
2277,52,2012-07-01,6,6,3,6602.88,-1240.99,11,4,103,5,.87,1.80
2278,244,2012-07-01,7,2,1,57.68,-19.30,2,4,71,4,.79,.11
2279,263,2012-09-01,4,1,3,2204.70,688.96,49,4,99,3,.81,1.11
2280,237,2013-11-01,6,6,1,323.26,176.71,16,4,120,3,.76,.79
2281,59,2011-08-01,5,5,1,4373.97,-49.57,5,4,49,5,.79,.69
2282,190,2012-09-01,7,2,3,1287.56,-144.80,7,4,92,12,.77,1.34
2283,181,2013-03-01,1,3,3,1820.98,136.57,9,4,94,12,.81,1.55
2284,288,2013-09-01,10,2,2,99.80,62.47,20,4,134,1,.46,.86
2285,216,2014-01-01,1,3,1,1204.69,1.20,2,4,136,8,.78,.21
2286,50,2014-03-01,7,2,3,5378.35,-326.28,8,4,159,5,.87,1.86
2287,9,2012-11-01,1,3,3,26514.17,1201.78,20,4,53,6,.70,1.12
2288,39,2013-08-01,3,5,3,6479.88,-393.11,20,4,59,4,.74,1.91
2289,286,2014-02-01,9,4,3,264.47,165.55,53,3,92,1,.69,1.44
2290,53,2014-04-01,10,2,3,4481.96,1629.64,4,3,88,5,.78,1.14
2291,175,2012-06-01,4,1,2,1103.62,-124.12,6,4,107,12,.58,.93
2292,11,2012-12-01,9,4,1,10357.09,4029.00,5,1,27,6,.68,.72
2293,71,2013-02-01,8,2,2,782.99,296.28,1,1,15,12,.79,.90
2294,72,2013-03-01,2,5,2,1409.38,-50.73,3,4,93,12,.99,.87
2295,166,2013-09-01,1,3,1,356.89,-4.04,1,4,160,5,.86,.29
2296,5,2011-12-01,5,5,1,14174.95,888.29,7,4,41,8,1.10,.42
2297,25,2013-10-01,8,2,3,903.98,287.54,2,4,131,10,.78,1.61
2298,119,2012-05-01,2,5,1,275.38,71.60,2,4,95,1,.96,.52
2299,9,2012-06-01,7,2,3,15742.78,555.35,12,4,104,6,.70,1.61
2300,154,2013-10-01,4,1,2,461.58,120.01,19,4,156,1,.75,.92
2301,275,2013-12-01,7,2,3,965.72,520.78,34,4,137,3,.91,1.63
2302,52,2013-12-01,1,3,3,7171.13,40.33,10,4,134,5,.87,1.63
2303,58,2012-03-01,5,5,3,23616.58,-267.65,11,4,57,5,.85,1.91
2304,71,2013-04-01,4,1,3,8299.69,25.68,17,4,95,12,.79,1.33
2305,163,2012-05-01,6,6,3,10150.63,-1141.60,13,4,112,11,.77,1.93
2306,13,2012-10-01,3,5,2,11065.13,-202.70,9,4,82,6,.71,.86
2307,250,2013-05-01,3,5,1,335.95,126.54,8,4,71,3,.91,.35
2308,123,2011-08-01,1,3,2,2890.37,-98.42,4,4,41,10,.79,.83
2309,55,2011-10-01,9,4,2,28626.16,11255.80,8,1,16,5,.80,1.08
2310,109,2013-10-01,7,2,1,255.60,66.45,4,4,119,1,.81,.36
2311,82,2014-05-01,2,5,3,7152.21,-257.47,5,4,91,8,.80,1.61
2312,4,2011-07-01,5,5,2,24479.92,1534.07,12,4,46,8,.98,.99
2313,132,2013-08-01,5,5,3,4912.20,428.99,6,4,84,10,.78,1.52
2314,244,2013-11-01,4,1,3,1399.72,-139.97,40,4,138,4,.79,1.12
2315,288,2014-03-01,1,3,3,89.82,56.22,18,4,159,1,.46,1.38
2316,7,2011-05-01,1,3,1,20249.94,1268.99,10,4,27,8,1.11,.63
2317,81,2013-10-01,6,6,1,3814.51,850.63,2,4,159,8,.72,.78
2318,87,2014-03-01,8,2,3,7720.44,337.32,16,4,151,10,.80,2.22
2319,237,2013-02-01,2,5,1,127.16,44.72,9,4,86,3,.76,.77
2320,105,2013-10-01,6,6,1,144.32,37.52,2,4,159,1,.80,.32
2321,32,2013-10-01,9,4,1,539.99,245.41,1,4,129,10,.74,.70
2322,54,2012-05-01,9,4,1,25047.89,9848.83,7,1,22,5,.80,.76
2323,43,2012-10-01,2,5,2,5864.04,-211.10,4,4,60,8,.75,.96
2324,114,2013-05-01,4,1,3,2429.94,631.78,10,4,171,1,.87,1.16
2325,197,2013-05-01,1,3,1,32.54,8.46,2,4,156,1,.72,.35
2326,25,2013-09-01,2,5,3,2033.96,184.65,6,4,100,10,.78,2.00
2327,247,2014-04-01,8,2,3,161.97,37.25,3,4,93,4,.82,1.57
2328,262,2012-05-01,10,2,2,134.98,42.18,3,4,67,3,.80,.95
2329,246,2013-05-01,7,2,2,463.73,-159.85,15,4,94,4,.65,1.01
2330,264,2013-11-01,1,3,1,647.70,291.46,15,4,121,3,.75,.67
2331,276,2011-05-01,4,1,2,-20.18,-111.79,7,4,30,3,.90,-.02
2332,243,2011-08-01,6,6,1,288.40,-96.51,10,4,57,4,.78,.43
2333,53,2013-06-01,7,2,3,5154.25,162.69,7,4,170,5,.78,1.41
2334,68,2012-01-01,4,1,2,10346.65,-1334.30,24,4,50,12,.88,.94
2335,66,2012-03-01,4,1,2,11045.75,-1121.91,25,4,51,12,.86,1.04
2336,170,2013-02-01,4,1,1,1561.63,-175.63,2,4,95,11,.74,.31
2337,51,2013-10-01,2,5,3,4706.05,-285.50,7,4,89,5,.83,1.49
2338,34,2013-11-01,7,2,1,1700.99,618.48,1,4,96,4,.77,.21
2339,245,2014-05-01,1,3,2,349.93,80.48,7,4,158,4,.73,.99
2340,50,2013-01-01,4,1,1,6002.62,-1128.17,10,4,79,5,.87,.53
2341,77,2013-10-01,5,5,3,2672.46,-96.20,6,4,104,10,.82,1.55
2342,51,2012-10-01,9,4,1,1000.43,287.35,1,1,23,5,.83,.23
2343,238,2013-10-01,8,2,1,48.98,30.66,2,4,131,3,.76,.36
2344,92,2013-12-01,10,2,1,6675.39,747.64,4,4,113,8,.79,.71
2345,94,2014-01-01,1,3,3,31469.72,4794.84,18,4,136,8,.82,1.60
2346,90,2014-05-01,1,3,3,5790.33,-208.45,13,4,158,10,.84,1.36
2347,225,2012-07-01,10,2,3,364.47,94.76,10,4,93,1,.82,1.78
2348,71,2012-08-01,2,5,3,4697.94,-169.12,10,4,85,12,.79,1.50
2349,42,2013-01-01,5,5,3,10262.07,-369.43,7,4,66,8,.86,1.64
2350,9,2013-12-01,8,2,2,8815.96,2487.86,5,4,124,6,.70,.92
2351,67,2012-10-01,6,6,1,5794.12,440.35,11,4,93,12,.93,.64
2352,188,2012-10-01,1,3,3,735.75,-82.74,4,4,88,12,.89,1.59
2353,106,2013-07-01,6,6,1,97.18,25.26,3,4,174,1,.75,.37
2354,145,2013-12-01,2,5,1,655.36,57.23,3,4,76,5,.75,.32
2355,2,2012-01-01,9,4,1,3399.99,1487.83,1,1,14,8,1.18,.60
2356,218,2012-07-01,5,5,3,368.52,95.81,7,4,91,1,.78,1.62
2357,259,2013-05-01,4,1,2,200.99,73.22,38,4,171,2,.95,1.05
2358,141,2013-07-01,10,2,3,2759.95,157.26,18,4,174,10,.78,3.38
2359,188,2013-09-01,4,1,1,404.66,-4.58,2,4,152,12,.89,.76
2360,92,2013-11-01,4,1,3,29562.46,2887.58,18,4,138,8,.79,2.00
2361,47,2013-02-01,4,1,1,10471.50,-1968.08,8,4,95,8,.80,.51
2362,14,2013-06-01,7,2,1,6884.97,625.06,5,4,170,6,.74,.72
2363,156,2013-09-01,6,6,3,1020.47,265.32,21,4,149,1,.80,1.89
2364,47,2014-02-01,9,4,2,14660.10,5330.41,6,3,92,8,.80,1.06
2365,69,2011-10-01,1,3,3,4054.76,-325.59,9,4,54,12,.84,1.53
2366,200,2013-12-01,5,5,1,200.05,.20,1,4,98,10,.90,.38
2367,267,2014-01-01,7,2,1,696.00,292.08,9,4,110,1,.77,.40
2368,155,2013-10-01,6,6,1,298.03,77.48,8,4,159,1,.84,.69
2369,275,2012-06-01,10,2,1,322.98,113.60,16,4,96,3,.91,.53
2370,219,2012-06-01,5,5,3,2265.84,589.11,16,4,105,1,.82,3.00
2371,44,2012-09-01,2,5,3,5235.75,-984.04,4,4,98,8,.80,1.34
2372,209,2013-07-01,6,6,3,6023.46,6.02,10,4,174,8,.74,1.71
2373,13,2014-03-01,9,4,3,29834.87,13559.11,13,4,122,6,.71,1.81
2374,276,2013-08-01,2,5,2,230.93,86.98,11,4,114,3,.90,.89
2375,293,2013-09-01,7,2,2,174.93,109.50,7,4,157,1,.67,.84
2376,9,2013-11-01,2,5,1,8351.96,758.24,6,4,98,6,.70,.62
2377,32,2014-01-01,10,2,3,1187.97,304.23,3,4,140,10,.74,1.34
2378,114,2014-05-01,9,4,3,1943.95,505.42,8,4,135,1,.87,1.16
2379,73,2012-02-01,3,5,1,838.91,-134.49,2,4,38,12,.84,.31
2380,9,2013-08-01,9,4,3,23199.90,10543.70,10,4,108,6,.70,1.36
2381,51,2013-01-01,10,2,1,2401.05,-451.26,4,3,59,5,.83,.68
2382,169,2013-05-01,6,6,1,3435.60,-38.93,4,4,126,11,.82,.76
2383,14,2013-09-01,8,2,3,11015.95,3504.06,6,4,137,6,.74,1.22
2384,257,2012-01-01,1,3,2,176.70,71.41,31,4,44,2,.71,.93
2385,75,2012-03-01,9,4,1,699.09,212.39,1,1,17,12,.96,.57
2386,255,2012-12-01,6,6,1,35.99,11.24,1,4,82,4,.90,.10
2387,242,2013-06-01,8,2,1,49.99,11.49,1,4,161,4,.57,.30
2388,97,2013-09-01,10,2,3,14884.82,536.96,19,4,134,4,.76,2.64
2389,91,2014-05-01,7,2,1,12397.16,3505.53,6,4,122,8,.80,.78
2390,238,2014-06-01,10,2,1,24.49,15.33,1,2,36,3,.76,.25
2391,241,2012-09-01,1,3,3,1862.32,514.62,86,4,93,3,.66,2.01
2392,49,2013-04-01,8,2,3,3001.31,862.07,3,1,24,5,.77,1.20
2393,48,2013-05-01,8,2,3,16771.85,2777.32,9,4,111,8,.82,3.02
2394,101,2013-12-01,6,6,1,148.60,38.63,4,4,127,1,.81,.33
2395,125,2012-01-01,5,5,1,2456.10,335.66,3,4,51,10,.64,.67
2396,235,2013-07-01,8,2,2,248.12,12.76,34,4,146,1,.81,.89
2397,155,2014-01-01,3,5,1,37.25,9.68,1,4,100,1,.84,.16
2398,271,2014-02-01,9,4,2,323.64,202.59,36,3,92,1,.70,.99
2399,151,2014-05-01,3,5,2,145.76,37.89,6,4,123,1,.68,.81
2400,237,2012-05-01,3,5,2,155.41,54.66,11,4,78,3,.76,.91
2401,243,2012-07-01,5,5,1,173.04,-57.91,6,4,91,4,.78,.59
2402,177,2013-04-01,3,5,1,809.32,60.69,4,4,82,12,.82,.58
2403,205,2013-07-01,10,2,1,200.05,.20,1,4,174,10,.62,.30
2404,248,2014-01-01,4,1,2,1025.81,-96.64,27,4,137,4,.66,.90
2405,232,2013-03-01,1,3,3,863.90,269.96,16,4,94,3,.79,1.99
2406,109,2013-09-01,1,3,1,575.10,149.52,9,4,160,1,.81,.71
2407,80,2013-07-01,3,5,1,1525.80,-1438.07,2,4,142,8,.75,.32
2408,201,2013-08-01,4,1,3,2000.52,2.00,10,4,158,10,.73,2.14
2409,80,2014-01-01,9,4,3,24794.32,4047.19,14,4,117,8,.75,1.76
2410,265,2014-04-01,8,2,1,63.50,39.75,1,4,93,3,.78,.11
2411,264,2014-05-01,8,2,1,812.80,337.82,20,4,136,3,.75,.73
2412,80,2014-03-01,5,5,3,7152.21,-257.47,5,4,132,8,.75,1.32
2413,225,2013-01-01,4,1,3,546.70,142.14,15,4,79,1,.82,1.22
2414,13,2013-06-01,5,5,1,5507.97,500.05,4,4,140,6,.71,.61
2415,12,2013-07-01,5,5,1,6884.97,625.06,5,4,114,6,.75,.55
2416,13,2013-10-01,8,2,1,2753.98,250.02,2,4,131,6,.71,.39
2417,29,2013-11-01,1,3,1,1511.97,333.65,4,4,121,10,.75,.70
2418,28,2013-12-01,1,3,3,3239.94,294.14,10,4,134,10,.72,1.50
2419,292,2014-01-01,8,2,3,343.84,215.24,16,4,108,1,.50,1.36
2420,21,2014-05-01,1,3,3,4463.04,1524.59,7,4,158,4,.67,1.10
2421,267,2014-06-01,4,1,1,480.00,300.48,4,2,40,1,.77,.16
2422,75,2012-06-01,2,5,3,15503.20,-558.11,33,4,106,12,.96,2.32
2423,132,2012-12-01,3,5,1,2232.81,-8.78,3,4,60,10,.78,.50
2424,190,2013-03-01,6,6,3,4230.57,-475.79,23,4,95,12,.77,1.92
2425,272,2013-09-01,2,5,3,128.79,48.51,27,4,100,1,.66,1.28
2426,267,2013-10-01,2,5,2,1512.00,569.52,21,4,89,1,.77,1.00
2427,126,2011-07-01,1,3,2,3612.97,-123.02,5,4,42,10,.78,.93
2428,8,2012-03-01,4,1,3,34424.89,2157.29,17,4,51,8,1.05,1.36
2429,22,2014-04-01,1,3,1,1538.98,699.42,2,3,83,4,.70,.53
2430,7,2011-08-01,2,5,1,2024.99,126.89,1,4,47,8,1.11,.60
2431,7,2012-02-01,8,2,3,6749.98,2953.79,2,1,7,8,1.11,1.33
2432,75,2012-03-01,1,3,2,2936.21,-470.73,7,4,54,12,.96,.81
2433,213,2013-05-01,2,5,1,1204.69,1.20,2,4,130,8,.84,.53
2434,213,2013-11-01,8,2,1,1807.03,1.80,3,4,105,8,.84,.51
2435,292,2014-06-01,9,4,3,429.80,269.05,20,2,42,1,.50,1.27
2436,236,2013-05-01,10,2,3,236.02,71.15,18,4,129,3,.84,1.77
2437,276,2014-02-01,8,2,1,559.84,350.45,16,4,79,3,.90,.67
2438,74,2012-09-01,5,5,1,1409.38,-50.73,3,4,96,12,.89,.78
2439,73,2012-10-01,5,5,3,4697.94,-169.12,10,4,82,12,.84,1.73
2440,244,2013-12-01,10,2,1,259.94,28.99,6,4,113,4,.79,.53
2441,181,2012-02-01,4,1,1,1103.62,-19.31,6,4,43,12,.81,.46
2442,170,2012-05-01,5,5,1,780.81,-87.81,1,4,91,11,.74,.24
2443,132,2013-05-01,4,1,2,8187.00,714.99,10,4,171,10,.78,1.06
2444,14,2013-03-01,2,5,2,9835.67,-180.17,8,4,93,6,.74,.84
2445,29,2014-05-01,8,2,2,539.99,245.41,1,4,136,10,.75,.82
2446,125,2011-10-01,4,1,3,10643.10,1454.55,13,4,57,10,.64,1.90
2447,163,2013-07-01,8,2,1,858.90,-9.73,1,4,146,11,.77,.57
2448,39,2014-02-01,9,4,2,3779.93,1374.38,7,3,92,4,.74,.90
2449,263,2013-01-01,3,5,3,899.88,281.21,20,4,55,3,.81,1.16
2450,235,2014-03-01,10,2,3,497.94,-7.37,73,4,159,1,.81,2.68
2451,137,2014-03-01,7,2,3,1348.86,117.80,9,4,159,10,.76,1.47
2452,99,2013-10-01,1,3,3,549.42,142.84,10,4,153,1,.66,1.63
2453,100,2012-07-01,1,3,1,194.35,36.14,8,4,95,1,.92,.69
2454,293,2014-03-01,6,6,2,199.92,125.14,8,4,157,1,.67,1.03
2455,276,2014-04-01,4,1,3,1924.45,1204.70,55,3,89,3,.90,2.01
2456,275,2014-05-01,4,1,3,1567.55,860.89,54,4,157,3,.91,1.66
2457,38,2014-05-01,5,5,3,2267.95,-137.58,7,4,99,4,.82,1.75
2458,9,2013-01-01,10,2,1,10771.38,646.42,8,3,59,6,.70,.78
2459,46,2013-03-01,8,2,1,2181.56,626.61,1,1,22,8,.78,.51
2460,37,2013-08-01,5,5,1,1295.97,-78.62,4,4,84,4,.73,.70
2461,65,2012-05-01,4,1,2,10978.14,-702.81,24,4,120,12,.85,.99
2462,182,2011-10-01,5,5,2,1103.62,-19.31,6,4,60,12,.83,1.05
2463,105,2013-10-01,2,5,3,505.13,131.33,7,4,89,1,.80,1.32
2464,37,2014-05-01,6,6,3,3887.92,451.43,10,4,161,4,.73,1.41
2465,102,2012-06-01,2,5,3,852.82,158.62,13,4,106,1,.74,2.80
2466,53,2012-09-01,7,2,2,3401.48,-163.91,5,4,92,5,.78,.93
2467,126,2013-07-01,6,6,3,4912.20,428.99,6,4,174,10,.78,1.31
2468,232,2012-07-01,10,2,2,323.96,101.23,6,4,93,3,.79,1.08
2469,268,2013-06-01,8,2,1,159.00,99.53,1,4,161,1,.57,.45
2470,291,2014-04-01,7,2,3,210.00,131.46,6,3,86,1,.78,1.20
2471,194,2013-07-01,6,6,2,48.81,12.69,3,4,174,1,.77,1.00
2472,235,2014-01-01,6,6,3,316.44,11.86,44,4,138,1,.81,1.19
2473,237,2014-06-01,4,1,1,122.45,76.65,5,2,40,3,.76,.30
2474,73,2012-08-01,4,1,1,4228.14,-152.21,9,4,95,12,.84,.67
2475,139,2013-07-01,7,2,1,149.87,13.08,1,4,132,10,.71,.33
2476,34,2013-07-01,2,5,3,8164.75,-495.32,8,4,109,4,.77,1.26
2477,100,2014-05-01,6,6,1,106.89,27.79,4,4,161,1,.92,.51
2478,38,2013-10-01,3,5,3,2591.95,-157.24,8,4,121,4,.82,1.57
2479,291,2014-02-01,10,2,2,210.00,131.46,6,3,82,1,.78,1.05
2480,277,2014-03-01,9,4,1,824.85,516.35,15,4,122,1,.70,.75
2481,157,2014-03-01,10,2,1,48.59,12.63,1,4,159,1,.73,.44
2482,175,2013-05-01,5,5,1,202.33,-2.29,1,4,94,12,.58,.60
2483,161,2013-07-01,1,3,1,356.89,-4.04,1,4,170,5,.82,.30
2484,263,2012-12-01,3,5,1,269.96,84.36,6,4,60,3,.81,.35
2485,122,2012-12-01,6,6,1,149.67,38.91,2,4,82,1,.94,.44
2486,272,2013-05-01,1,3,1,38.16,14.37,8,4,156,1,.66,.22
2487,87,2013-08-01,1,3,1,3117.87,-112.24,7,4,141,10,.80,.77
2488,295,2013-10-01,7,2,2,318.89,199.62,11,4,119,1,.49,.87
2489,137,2013-11-01,4,1,1,599.49,52.35,4,4,138,10,.76,.59
2490,66,2011-10-01,4,1,2,11744.84,-1882.93,28,4,57,12,.86,1.10
2491,11,2013-01-01,1,3,1,2071.41,805.80,1,4,70,6,.68,.08
2492,233,2013-01-01,6,6,1,377.95,118.11,7,4,72,3,.89,.21
2493,193,2013-06-01,7,2,3,347.42,90.32,11,4,170,1,.85,2.06
2494,136,2012-09-01,6,6,1,1674.04,187.49,8,4,96,3,.72,.46
2495,111,2013-05-01,6,6,3,121.44,31.57,10,4,126,1,.91,1.17
2496,40,2013-11-01,9,4,3,5399.90,1963.40,10,4,101,4,.77,1.17
2497,70,2012-07-01,4,1,3,21264.12,-150.96,44,4,107,12,.86,2.15
2498,68,2012-07-01,6,6,1,3758.35,-135.30,8,4,103,12,.88,.48
2499,252,2014-04-01,6,6,1,489.93,306.69,7,3,73,3,.87,.23
2500,46,2014-05-01,2,5,3,11728.08,-711.50,8,4,91,8,.78,1.33
2501,190,2012-01-01,5,5,2,1071.48,-156.26,6,4,51,12,.77,1.09
2502,72,2012-01-01,10,2,1,699.09,212.39,1,1,10,12,.99,.65
2503,220,2012-06-01,3,5,3,2159.61,561.50,11,4,94,1,.78,1.74
2504,221,2012-07-01,2,5,1,337.69,87.80,5,4,70,1,.83,.56
2505,18,2012-10-01,5,5,1,2591.97,198.23,4,4,82,4,.70,.67
2506,147,2013-05-01,6,6,3,2402.99,209.86,11,4,126,5,.81,2.38
2507,97,2013-06-01,5,5,1,3644.55,-131.20,5,4,140,4,.76,.56
2508,131,2013-08-01,4,1,1,809.76,70.71,1,4,158,10,.70,.17
2509,46,2012-07-01,9,4,1,6544.68,1879.84,3,1,24,8,.78,.50
2510,91,2013-09-01,2,5,1,1430.44,-51.49,1,4,100,8,.80,.29
2511,286,2013-10-01,1,3,3,299.40,187.42,60,4,153,1,.69,1.30
2512,108,2013-10-01,6,6,3,947.62,246.38,13,4,159,1,.84,1.74
2513,205,2014-05-01,10,2,1,200.05,.20,1,4,155,10,.62,.30
2514,244,2014-04-01,10,2,1,149.97,34.49,3,3,88,4,.79,.31
2515,209,2014-05-01,9,4,3,2409.38,2.40,4,4,135,8,.74,1.22
2516,125,2012-02-01,6,6,1,1637.40,223.77,2,4,54,10,.64,.59
2517,252,2014-05-01,7,2,1,279.96,122.90,6,4,122,3,.87,.42
2518,178,2012-02-01,4,1,1,551.81,-9.65,3,4,43,12,.85,.30
2519,191,2013-05-01,4,1,1,81.36,21.15,5,4,171,1,.74,.71
2520,19,2013-09-01,5,5,1,923.38,83.83,2,4,124,4,.68,.36
2521,102,2014-05-01,4,1,2,360.81,93.81,5,4,157,1,.74,.93
2522,56,2011-07-01,6,6,1,3578.27,1406.97,1,4,46,5,.89,.26
2523,73,2013-04-01,3,5,1,1409.38,-50.73,3,4,82,12,.84,.52
2524,24,2013-11-01,2,5,2,2033.96,184.65,6,4,98,10,.80,1.10
2525,249,2014-04-01,10,2,1,269.95,62.08,5,3,88,4,.69,.33
2526,44,2012-12-01,4,1,3,31414.50,-5904.24,24,4,82,8,.80,2.19
2527,263,2012-11-01,2,5,1,314.95,98.42,7,4,58,3,.81,.41
2528,33,2013-06-01,3,5,2,11226.53,-681.07,11,4,144,4,.80,1.08
2529,53,2013-11-01,1,3,3,7843.43,1425.71,9,4,121,5,.78,1.35
2530,95,2013-11-01,1,3,1,3401.58,380.97,4,4,121,4,.80,.51
2531,48,2013-09-01,4,1,3,35184.24,975.38,22,4,152,8,.82,2.19
2532,219,2012-06-01,6,6,3,3398.76,883.67,24,4,106,1,.82,1.51
2533,45,2013-03-01,10,2,2,7417.31,-357.42,5,4,80,8,.73,.85
2534,190,2013-05-01,7,2,1,606.99,-6.87,3,4,94,12,.77,.63
2535,253,2012-06-01,5,5,2,143.97,44.99,4,4,105,4,.78,.92
2536,82,2013-06-01,4,1,1,6198.58,-2693.04,6,4,166,8,.80,.33
2537,170,2013-03-01,5,5,1,780.81,-87.81,1,4,94,11,.74,.24
2538,138,2013-07-01,9,4,3,299.74,26.17,2,4,142,10,.75,1.33
2539,57,2012-01-01,9,4,3,53674.05,21104.63,15,1,14,5,.83,1.78
2540,235,2013-06-01,2,5,3,158.69,-48.97,30,4,117,1,.81,1.89
2541,12,2013-04-01,7,2,1,11065.13,2301.26,7,3,51,6,.75,.73
2542,290,2014-04-01,9,4,2,449.85,281.60,15,3,95,1,.52,.98
2543,154,2013-12-01,6,6,2,364.41,94.74,15,4,127,1,.75,.97
2544,243,2014-01-01,4,1,1,459.90,-1.99,12,4,137,4,.78,.64
2545,239,2013-02-01,4,1,1,22.79,7.12,1,4,95,3,.84,.14
2546,275,2013-04-01,2,5,3,242.23,85.20,12,4,59,3,.91,1.11
2547,276,2013-05-01,1,3,1,120.45,2.67,9,4,156,3,.90,.21
2548,20,2013-10-01,4,1,1,3693.55,335.32,8,4,156,4,.78,.64
2549,177,2011-08-01,1,3,1,367.87,-6.43,2,4,41,12,.82,.38
2550,221,2012-06-01,4,1,3,2836.63,737.52,42,4,107,1,.83,2.02
2551,50,2012-08-01,10,2,2,3601.57,749.25,4,4,61,5,.87,.93
2552,225,2012-09-01,10,2,2,182.23,47.38,5,4,82,1,.82,.89
2553,67,2011-10-01,2,5,3,15939.43,-2555.41,38,4,47,12,.93,2.58
2554,102,2013-03-01,10,2,1,131.20,24.40,2,4,80,1,.74,.79
2555,80,2013-06-01,6,6,2,8487.28,-4850.15,9,4,163,8,.75,.95
2556,212,2013-09-01,1,3,1,602.34,.60,1,4,160,8,.69,.38
2557,115,2014-05-01,9,4,3,768.51,199.81,14,4,135,1,.87,1.47
2558,220,2012-07-01,4,1,3,5497.21,1429.27,28,4,107,1,.78,1.56
2559,44,2013-08-01,3,5,1,4398.03,-266.81,3,4,59,8,.80,.66
2560,138,2013-11-01,2,5,1,599.49,52.35,4,4,98,10,.75,.78
2561,160,2014-03-01,2,5,3,2855.18,-32.35,8,4,129,5,.84,1.12
2562,283,2013-04-01,5,5,1,47.97,14.99,4,4,83,1,.80,.61
2563,75,2013-02-01,5,5,1,2818.76,-101.47,6,4,75,12,.96,.67
2564,137,2013-06-01,7,2,3,2397.98,209.42,16,4,170,10,.76,2.61
2565,259,2014-06-01,6,6,1,35.96,22.51,4,2,41,2,.95,.36
2566,1,2011-08-01,9,4,1,3399.99,1487.83,1,1,13,8,1.04,.48
2567,2,2012-04-01,8,2,2,3399.99,1487.83,1,1,11,8,1.18,1.00
2568,47,2012-07-01,7,2,3,10471.50,-1968.08,8,4,71,8,.80,1.64
2569,277,2013-06-01,1,3,3,1243.91,482.96,37,4,171,1,.70,1.52
2570,127,2013-06-01,5,5,1,809.76,70.71,1,4,140,10,.72,.31
2571,196,2013-07-01,4,1,2,284.25,73.90,9,4,174,1,.87,1.03
2572,36,2013-08-01,4,1,2,28236.43,-991.33,27,4,158,4,.80,.91
2573,131,2011-10-01,1,3,3,9291.15,-316.37,13,4,54,10,.70,2.16
2574,158,2012-10-01,4,1,3,2271.16,-255.43,7,4,96,5,.76,1.36
2575,41,2012-10-01,3,5,1,5864.04,-211.10,4,4,82,8,.82,.70
2576,190,2013-02-01,1,3,1,735.75,-82.74,4,4,79,12,.77,.66
2577,105,2013-05-01,8,2,2,216.48,56.28,3,4,111,1,.80,.94
2578,264,2014-03-01,7,2,3,2762.56,862.64,80,4,159,3,.75,2.37
2579,71,2012-07-01,2,5,3,6304.94,-508.94,14,4,70,12,.79,2.01
2580,274,2013-06-01,1,3,3,953.04,377.24,44,4,171,3,.85,1.58
2581,69,2011-06-01,10,2,1,699.09,212.39,1,1,9,12,.84,.44
2582,182,2012-04-01,1,3,1,183.93,-3.21,1,4,52,12,.83,.21
2583,105,2013-09-01,4,1,2,577.29,150.09,8,4,152,1,.80,.86
2584,13,2012-08-01,6,6,1,19671.34,-360.35,16,4,95,6,.71,.77
2585,292,2013-08-01,6,6,2,150.43,94.16,7,4,136,1,.50,.88
2586,181,2012-05-01,1,3,3,3034.98,227.62,15,4,91,12,.81,2.58
2587,14,2013-12-01,10,2,3,12392.94,3629.07,7,4,113,6,.74,1.14
2588,5,2012-05-01,9,4,3,13499.96,5907.58,4,1,22,8,1.10,1.76
2589,51,2013-04-01,7,2,1,1000.43,287.35,1,3,51,5,.83,.38
2590,50,2013-05-01,7,2,1,2000.87,574.71,2,4,94,5,.87,.69
2591,90,2013-09-01,1,3,3,7126.56,-256.55,16,4,160,10,.84,1.68
2592,46,2013-09-01,6,6,2,11728.08,-711.50,8,4,149,8,.78,.92
2593,193,2014-01-01,10,2,3,126.33,32.84,4,4,140,1,.85,1.25
2594,257,2011-08-01,3,5,1,34.20,13.82,6,4,42,2,.71,.41
2595,125,2012-03-01,4,1,1,1637.40,223.77,2,4,51,10,.64,.29
2596,295,2013-09-01,9,4,2,231.92,145.18,8,4,106,1,.49,.97
2597,137,2013-12-01,2,5,2,599.49,52.35,4,4,76,10,.76,.93
2598,269,2014-02-01,10,2,2,194.61,121.82,39,3,82,1,.70,.91
2599,50,2013-04-01,9,4,1,2000.87,574.71,2,1,29,5,.87,.48
2600,72,2013-04-01,5,5,3,2818.76,-101.47,6,4,83,12,.99,1.74
2601,174,2013-05-01,4,1,3,3034.98,-34.39,15,4,171,12,.82,2.01
2602,38,2013-09-01,5,5,1,647.98,-39.31,2,4,124,4,.82,.50
2603,11,2013-10-01,9,4,2,14383.93,5524.60,7,4,129,6,.68,1.00
2604,108,2013-10-01,5,5,3,291.57,75.80,4,4,104,1,.84,1.19
